85.71;31.63;0.91
89.02;28.28;1.19
0.03;27.54;0.89
128.06;60.05;1.42
0.01;51.2;1.19
0.08;24.97;-0.94
31.32;26.33;1.62
43.6;31.59;1.29
57.33;40.21;1.08
62.79;44.23;1.05
